Name,Price,Loan,Cards,Overdraft,Remarketing,C1_UC,C2_UC,C3_UC,C4_UC,C5_UC,C6_UC,C1_Elig,C2_Elig,C3_Elig,C4_Elig,C5_Elig,C6_Elig,C1_Mean_profit,C2_Mean_profit,C3_Mean_profit,C4_Mean_profit,C5_Mean_profit,C6_Mean_profit,C1_ROI,C2_ROI,C3_ROI,C4_ROI,C5_ROI,C6_ROI
Rybada,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Enterea,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ramga,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Rybada,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
